SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,14,0,300,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,15,0,356,178
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,16,0,333,183
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,17,0,256,161
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,18,0,183,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,19,0,172,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,20,0,189,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,21,0,172,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,22,0,183,94
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,23,0,194,83
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,24,0,156,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,25,0,183,94
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,26,0,167,94
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,27,0,172,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,28,0,194,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,29,0,183,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,30,0,183,111
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,05,31,0,144,111
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,01,0,156,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,02,0,161,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,03,0,178,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,04,0,183,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,05,0,183,94
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,06,0,178,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,07,0,211,83
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,08,0,217,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,09,0,289,111
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,10,0,244,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,11,0,261,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,12,0,311,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,13,0,233,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,14,0,200,111
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,15,0,156,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,16,0,150,94
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,17,0,239,94
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,18,0,261,111
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,19,0,328,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,20,0,356,167
